epoch,train_loss,val_loss,val_mcmae
1,0.24136945982303085,0.11915948074311018,0.6406367949962255
2,0.1289664222505586,0.12098917067050934,0.6158201229375606
3,0.12825416616838553,0.12009791620075702,0.5716866170602826
4,0.131518745293905,0.11945862919092179,0.5926614903483232
5,0.13006458902924226,0.11823465786874295,0.6043890865954923
6,0.1314391856884648,0.11885578762739897,0.5656206190014019
7,0.1268063849287814,0.12174407802522183,0.5805564542219346
8,0.12635328602688065,0.11785540543496609,0.6532945109457565
9,0.12414094985559068,0.11737159118056298,0.6278173190984578
10,0.11943126792280838,0.12516140108928084,0.6134746036881268
11,0.12539082951201447,0.12646664464846252,0.4688072899816672
12,0.12681054919315823,0.11776646114885807,0.6589291491426722
13,0.12237374019520036,0.11638768184930086,0.5746522161112908
14,0.11940451805833086,0.11933078486472368,0.5951957295373665
15,0.12487434636287648,0.11959128584712744,0.6085139652755311
16,0.12450721465886153,0.11918960325419903,0.5325946295697186
17,0.12112355804520435,0.11550920512527227,0.6443168338186132
18,0.11503208681684116,0.11421558540314436,0.6362018764153995
19,0.1173438679683825,0.11947037493810057,0.6196754017038715
20,0.11655624886525089,0.11010793820023537,0.6552086703332255
21,0.1125726747615584,0.11711950907483697,0.650625471799849
22,0.11074068574555988,0.11571109653450548,0.6191092418850426
23,0.11126908900151992,0.11379934903234243,0.650490671842985
24,0.10899372603101977,0.11601693145930767,0.5902890111075164
25,0.10640756560425306,0.11089411769062281,0.6335597972608649
26,0.09459985731619186,0.11128369122743606,0.6654534670548905
27,0.09487553432840726,0.12225515339523554,0.6274937992019842
28,0.10827242814903629,0.11925625335425138,0.6639437075380137
29,0.09417781999077776,0.10839118231087923,0.689987059204141
30,0.09247035544429874,0.10584528422914445,0.6861317804378303
31,0.08156171241004405,0.1062533248681575,0.6873180200582336
32,0.07099172377573519,0.10961839456576854,0.6931952981775045
33,0.06622450273997825,0.11242443302180619,0.7044106545885905
34,0.062308891695635076,0.1135290821781382,0.6993152162191308
35,0.059337222544026784,0.12000203229254111,0.6947859376684999
36,0.058824893450043325,0.11657926494954154,0.7042758546317265
37,0.056339848950376796,0.12052565768826753,0.6996117761242315
38,0.05318030579144071,0.12805894265184178,0.7002857759085518
39,0.051803674629150795,0.13434067641501315,0.6820069017577914
40,0.0501672190967305,0.1300964917289093,0.690822818936698
41,0.048992346284975265,0.12966215015621857,0.6998544160465869
42,0.044798504400612976,0.1341299388324842,0.6987490564003019
43,0.04562607022676746,0.13869081870652736,0.7097487328804054
44,0.04178933765225369,0.13647967319120652,0.7076728135446996
45,0.0414407631093315,0.14158453635172918,0.689582659333549
46,0.04244856990809585,0.14449585497495718,0.6854038606707646
47,0.03934860983542327,0.13837481928931084,0.6919551385743558
48,0.03865773487386519,0.14229676197865046,0.694516337754772
49,0.03838455998740191,0.14718250105506742,0.6991804162622668
50,0.03938474889266594,0.14399048662744462,0.6993691362018764
51,0.03664017635686644,0.13898705332248937,0.7115280923110104
52,0.033286689745326496,0.14758936591097155,0.6993152162191308
53,0.0336920312252538,0.1464447287056828,0.7047072144936914
54,0.03488127161941395,0.15606995867274237,0.6851612207484093
55,0.030931360796415088,0.15317081127286655,0.7055699342176209
56,0.03370325948143828,0.16011480219312943,0.6842715410331071
57,0.030716479153789836,0.1588174016913399,0.6865361803084222
58,0.03131686710543802,0.15059485254460014,0.7050846543729107
59,0.031199550393422874,0.15704209302639355,0.7025504151838671
60,0.03209881050560366,0.1528956694062799,0.7047341744850641
61,0.029363935549968277,0.15473857855977258,0.7044106545885905
62,0.02952515600120713,0.15695462703879456,0.704194974657608
63,0.026837595021512745,0.1576783638316556,0.704329774614472
64,0.028072284733282465,0.1595069302507909,0.7035748948560336
65,0.024900847465474288,0.16069965939532266,0.7032783349509327
66,0.02821197417115086,0.16178627142653568,0.7034940148819152
67,0.026864765266534585,0.1619456635948154,0.7019033753909198
68,0.027542375498611864,0.16277374449709897,0.7013102555807181
69,0.02571041872805177,0.16231864550791214,0.7003666558826701
70,0.026647504660750516,0.1638771946381894,0.6999083360293324
71,0.024336961245742337,0.1644407805215451,0.7012832955893455
72,0.026282595378218282,0.16477904619532638,0.7005553758222798
73,0.02651547180681393,0.16433447217132197,0.7008788957187535
74,0.027237237911221797,0.16525284746749094,0.7015798554944462
75,0.026811012682296208,0.16614690904898452,0.6993421762105037
76,0.02609093371007977,0.16608804884308484,0.6997196160897229
77,0.02469351909199633,0.1660808520449791,0.6982637765555916
78,0.025937830472108105,0.16676807784242556,0.6985064164779468
79,0.025508373410537324,0.1677563846897101,0.6982637765555915
80,0.024042167013976722,0.168483614239085,0.6975358567885258
81,0.02585588741308913,0.16814255432109348,0.697508896797153
82,0.025833925970123503,0.16940427097433713,0.6967270570473417
83,0.022999263060247077,0.1686582854599692,0.6965383371077323
84,0.023054487788086307,0.17015541255459538,0.6959721772889033
85,0.023852642135823082,0.1711217426789517,0.6958643373234121
86,0.02428713840480637,0.1706223433626292,0.6967809770300873
87,0.024749187404161384,0.1710018512181705,0.6956216974010568
88,0.026280346394773443,0.16869170053323615,0.6965922570904778
89,0.02530699129103972,0.1689099755101779,0.6964844171249865
90,0.02200480397521711,0.16921409446149482,0.6965922570904777
91,0.024433870567410285,0.1691639619290072,0.6967270570473417
92,0.025778994887890615,0.16939408765101688,0.6964574571336137
93,0.023405904554488974,0.16921444918843917,0.6965922570904777
94,0.023217918550804385,0.16926383279496804,0.6963496171681225
95,0.02376674275889447,0.1693605377797212,0.6962148172112586
96,0.0204401049847265,0.169572388126835,0.6960800172543944
97,0.025811875712303124,0.16953113872368702,0.6962687371940041
98,0.02417520728716948,0.16959569433165597,0.6961069772457672
99,0.024541135041789827,0.16978340711575585,0.6960260972716489
100,0.024208512291280102,0.16983366145650508,0.6958104173406664
