epoch,train_loss,val_loss,val_mcmae
1,0.18988628726581047,0.1205070000141859,0.6012078076135017
2,0.1255272483132009,0.12377420477569104,0.5732502965599051
3,0.12285190496979088,0.11839473731815815,0.6369028361910924
4,0.12004218401451563,0.12626810129731894,0.533888709155613
5,0.11614138747340647,0.1206664938479662,0.6156044430065782
6,0.10771196506403644,0.1298228995874524,0.5358837485172006
7,0.10225654460232833,0.12127134930342436,0.6547773104712606
8,0.0962088825373814,0.13022585213184357,0.6481181926021784
9,0.09123677823628332,0.1329378539696336,0.5963280491750242
10,0.08461429886841054,0.12324120784178376,0.6702793055106222
11,0.08295204667053346,0.1523572150617838,0.6531327509975198
12,0.06947388731681838,0.14518644018098711,0.6605467486250405
13,0.07774370125783929,0.13605130445212127,0.6799579424134584
14,0.06470484184582942,0.14216713197529315,0.7045724145368273
15,0.061031701402931376,0.15931901708245277,0.6402458751213199
16,0.06024922582577785,0.15235176589339972,0.6779898630432438
17,0.055157533345808245,0.17095422185957432,0.699719616089723
18,0.05563641475706265,0.1652620249427855,0.6957564973579208
19,0.04859291715587585,0.12805397855117917,0.7577914375067399
20,0.04772833969086762,0.13255445240065455,0.7429095222689529
21,0.03491131761593037,0.1940381936263293,0.7205596894208993
22,0.03955657398930333,0.15143446316942571,0.7542057586541573
23,0.035218909790875906,0.17684957357123493,0.685619540601747
24,0.03468410868171586,0.21431466261856258,0.6916585786692547
25,0.04904032539463891,0.17307836934924126,0.6477137927315864
26,0.03821774801672918,0.18918242228101007,0.6979402566591179
27,0.03194486558043944,0.21005502530315426,0.6738919443545778
28,0.028660292015611676,0.2193355981260538,0.6915507387037636
29,0.028082892119885496,0.19960056580603122,0.7052194543297746
30,0.0328953565244868,0.15963303185999395,0.655693950177936
31,0.024232441559157953,0.23290519006550311,0.7267604874366441
32,0.022542970329934554,0.19218427226878704,0.725115927962903
33,0.021070592071969416,0.26094247759028805,0.6866979402566591
34,0.03295766475224308,0.15256726518273353,0.7493799201984255
35,0.016658339761915126,0.18831274508265777,0.7257629677558504
36,0.019713608312003056,0.1916304226964712,0.7337700851935727
37,0.02305544595136749,0.17062442263704725,0.7138466515690716
38,0.023164893946899422,0.18270307070342823,0.7442036018548475
39,0.016038212298967822,0.1867905864113709,0.7301574463496172
40,0.02800015435525987,0.19077473911456763,0.6644559473740969
41,0.014298871571623625,0.22919804745106376,0.7040062547179985
42,0.022607361819045137,0.22549019552498067,0.6820069017577914
43,0.02374701527739395,0.16705375392921268,0.6935188180739782
44,0.01758675442680873,0.21876828037341056,0.6780437830259893
45,0.016046910696466764,0.20049767551245168,0.6771271433193141
46,0.010744491090823932,0.2790368247032166,0.6888008195837378
47,0.011028713885749815,0.24018245905637842,0.693006578237895
48,0.011423308198761238,0.23403156042427326,0.6965383371077322
49,0.009654933326971238,0.24309998114131304,0.7152216111290844
50,0.01112190228081529,0.20323632404260933,0.6778281030950071
51,0.00985613000914876,0.2344852497428656,0.7311819260217837
52,0.016672959401719332,0.20850394235094427,0.7085355332686294
53,0.029663155470364567,0.1771195758425165,0.6721395449153457
54,0.011054636739949086,0.28023315835744145,0.63803515582875
55,0.01325607435609025,0.25349804377183316,0.6658848269168554
56,0.01736140303752297,0.25637986802030355,0.6312681979941767
57,0.012410912449483695,0.21996467587305232,0.6848646608433085
58,0.009923627138477028,0.28193186823418726,0.661166828426615
59,0.002923011568676539,0.31367377303249666,0.6741885042596786
60,0.005862251242290862,0.3472215073183179,0.7236600884287717
61,0.02387960461505827,0.19809571634978057,0.6453682734821525
62,0.022950163018761266,0.19631486418657004,0.6989377763399115
63,0.027252792834769935,0.20903678108006715,0.68699450016176
64,0.022700676213596657,0.1602156558976276,0.7188881699557856
65,0.011147930758407115,0.24222786897225887,0.6404345950609296
66,0.019709514981488985,0.18763441434130074,0.6904992990402242
67,0.01702608114440189,0.15167678848374636,0.6527553111183004
68,0.01056932930091691,0.2638684339442989,0.6409468348970129
69,0.009221542299677947,0.21588805204519304,0.6792839426291383
70,0.01916718530977458,0.21220369979855605,0.6911732988245444
71,0.008941046326511022,0.2052944889321225,0.7191577698695136
72,0.006679078976105365,0.2296520382144081,0.6996117761242315
73,0.001956785155751841,0.28513724528202145,0.7020112153564111
74,0.017202508023478325,0.18784834963007596,0.6466084330853014
75,0.00802280903820968,0.23080256920511602,0.6810093820769977
76,0.007099313057664529,0.23521168993788705,0.6893669794025666
77,0.007378430919647897,0.3201262544671776,0.6663161867788202
78,0.008461988508764173,0.3183665079647426,0.661005068478378
79,0.009286172668655895,0.2634042289573699,0.6584708292893345
80,0.002774245213063766,0.3065916500998128,0.696834897012833
81,0.002317404065681707,0.33124558523297765,0.685619540601747
82,0.0029728243948445926,0.32063658017665303,0.6955677774183112
83,0.00286445676529007,0.3188182111829548,0.715410331068694
84,0.0007645828690958614,0.30745816469192633,0.7263021675833063
85,0.000272516129354856,0.3666883707046509,0.7052464143211474
86,4.959522137795235e-05,0.3785775076597929,0.7040601747007441
87,2.8132769687216514e-05,0.38459365665912626,0.7040871346921169
88,2.8126249714847617e-05,0.3906612291932106,0.7038714547611346
89,2.3145302568511135e-05,0.3947494875639677,0.7040871346921169
90,1.870118912233761e-05,0.3976974993944168,0.7042488946403538
91,1.2787995304794831e-05,0.3997960243374109,0.7043297746144722
92,3.442838671919742e-05,0.40079883486032486,0.7037096948128978
93,2.483012412186625e-05,0.40248807780444623,0.7033322549336783
94,6.99790158703622e-06,0.403820875659585,0.7031704949854416
95,1.2011714905100146e-05,0.4050266597419977,0.7029548150544592
96,1.855799625914327e-05,0.40706331059336665,0.7030896150113232
97,2.0644338997310997e-05,0.4085406430065632,0.7030626550199502
98,1.4836950601764419e-05,0.4096229918301105,0.702981775045832
99,7.356768045667037e-06,0.40980328619480133,0.7030087350372048
100,7.930451504620718e-06,0.4099072184413671,0.702981775045832
